mainHeader	weeks	useIt	FurtherProcess	question	category	group
v13425_1_mnpmicaquestionnaire_chknovalgin	6 weeks	x	0	novalgin	checkbox	pain killers
v13425_1_mnpmicaquestionnaire_cbodosisnovalgin	6 weeks	x	0	daily intake	0	pain killers
v13425_1_mnpmicaquestionnaire_chktramal	6 weeks	x	0	tramal	checkbox	pain killers
v13425_1_mnpmicaquestionnaire_cbodosistramal	6 weeks	x	0	daily intake	0	pain killers
v13425_1_mnpmicaquestionnaire_chkandere	6 weeks	x	0	others	checkbox	pain killers
v13425_1_mnpmicaquestionnaire_txtandere	6 weeks	x	0	0	0	pain killers
v13425_1_mnpmicaquestionnaire_cbodosisandere	6 weeks	x	0	0	0	pain killers
v13425_1_mnpmicaquestionnaire_radschmerzmvorop	6 weeks	x	0	pain killers preop	Ja/Nein (0/1)	pain killers
v13425_1_mnpmicaquestionnaire_txtwelcheschmerzm	6 weeks	x	0	what kind of preop	0	pain killers
v13425_1_mnpmicaquestionnaire_intgengesundheit	6 weeks	x	0	0 bis 100	genereller Gesundheitszustand	EQVAS
v13425_1_mnpmicaquestionnaire_radschmerzschlimm	6 weeks	x	0	0 bis 10	last 4 weeks worst pain	FFI
v13425_1_mnpmicaquestionnaire_radschmerzmorgen	6 weeks	x	0	0 bis 10	last 4 weeks morning	FFI
v13425_1_mnpmicaquestionnaire_radschmerzbarfussla	6 weeks	x	0	0 bis 10	last 4 weeks barefoot	FFI
v13425_1_mnpmicaquestionnaire_radschmerzbarfussst	6 weeks	x	0	0 bis 10	last 4 weeks barefoot standing	FFI
v13425_1_mnpmicaquestionnaire_radschmerzlaufsch	6 weeks	x	0	0 bis 10	last 4 weeks walking with boots	FFI
v13425_1_mnpmicaquestionnaire_radschmerzstehensch	6 weeks	x	0	0 bis 10	last 4 weeks standing with boots	FFI
v13425_1_mnpmicaquestionnaire_radschmerzlaufenort	6 weeks	x	0	0 bis 10	last 4 weeks walking with insoles	FFI
v13425_1_mnpmicaquestionnaire_radschmerzstehenort	6 weeks	x	0	0 bis 10	last 4 weeks standing with insoles	FFI
v13425_1_mnpmicaquestionnaire_radschmerzabend	6 weeks	x	0	0 bis 10	last 4 weeks evening	FFI
v13425_1_mnpmicaquestionnaire_radlaufenwohnung	6 weeks	x	0	0 bis 10	complains during acitivities walking at home	FFI
v13425_1_mnpmicaquestionnaire_radgehenausserhaus	6 weeks	x	0	0 bis 10	complains during acitivities walking outdoors	FFI
v13425_1_mnpmicaquestionnaire_radlaufenmaxstrecke	6 weeks	x	0	0 bis 10	complains during acitivities on max walking distance	FFI
v13425_1_mnpmicaquestionnaire_radtreppeoben	6 weeks	x	0	0 bis 10	complains during acitivities climb up stairs	FFI
v13425_1_mnpmicaquestionnaire_radtreppeunten	6 weeks	x	0	0 bis 10	complains during acitivities climb down stairs	FFI
v13425_1_mnpmicaquestionnaire_radstehenzehenspitz	6 weeks	x	0	0 bis 10	complains during acitivities standing on toes	FFI
v13425_1_mnpmicaquestionnaire_radaufstehenstuhl	6 weeks	x	0	0 bis 10	complains during acitivities get up from chair	FFI
v13425_1_mnpmicaquestionnaire_radbordsteinkante	6 weeks	x	0	0 bis 10	complains during acitivities walking over a curb	FFI
v13425_1_mnpmicaquestionnaire_radschnellgehen	6 weeks	x	0	0 bis 10	complains during acitivities walking fastly	FFI
v13425_1_mnpmicaquestionnaire_radhilfmittelzuhause	6 weeks	x	0	0 bis 10	aid device at home cause of foot complains	FFI
v13425_1_mnpmicaquestionnaire_radhilfsmittelausha	6 weeks	x	0	0 bis 10	aid device outdoors cause of foot complains	FFI
v13425_1_mnpmicaquestionnaire_radfussprobzuhause	6 weeks	x	0	0 bis 10	stay at home mostly cause of foot complains	FFI
v13425_1_mnpmicaquestionnaire_radfussprobbett	6 weeks	x	0	0 bis 10	stay at bed mostly cause of foot complains	FFI
v13425_1_mnpmicaquestionnaire_radfussprobaktiveins	6 weeks	x	0	0 bis 10	limited activities cause of foot complains	FFI
v13425_1_mnpmicaquestionnaire_radschmerzenfuss	6 weeks	x	0	0 bis 4 	painMOXFQ	MOXFQ
v13425_1_mnpmicaquestionnaire_radkeinelangenstreck	6 weeks	x	0	0 bis 4 	walking_n_standing	MOXFQ
v13425_1_mnpmicaquestionnaire_radaenderungartweise	6 weeks	x	0	0 bis 4 	walking_n_standing	MOXFQ
v13425_1_mnpmicaquestionnaire_radgehelangsam	6 weeks	x	0	0 bis 4 	walking_n_standing	MOXFQ
v13425_1_mnpmicaquestionnaire_radanhalten	6 weeks	x	0	0 bis 4 	walking_n_standing	MOXFQ
v13425_1_mnpmicaquestionnaire_radoberflaeche	6 weeks	x	0	0 bis 4 	walking_n_standing	MOXFQ
v13425_1_mnpmicaquestionnaire_radlangestehen	6 weeks	x	0	0 bis 4 	walking_n_standing	MOXFQ
v13425_1_mnpmicaquestionnaire_radauto	6 weeks	x	0	0 bis 4 	walking_n_standing	MOXFQ
v13425_1_mnpmicaquestionnaire_radselbstbewusst	6 weeks	x	0	0 bis 4 	social_interaction	MOXFQ
v13425_1_mnpmicaquestionnaire_radschuhe	6 weeks	x	0	0 bis 4 	social_interaction	MOXFQ
v13425_1_mnpmicaquestionnaire_radschmerzhaftabend	6 weeks	x	0	0 bis 4 	painMOXFQ	MOXFQ
v13425_1_mnpmicaquestionnaire_radstechend	6 weeks	x	0	0 bis 4 	painMOXFQ	MOXFQ
v13425_1_mnpmicaquestionnaire_radarbeitalltagakt	6 weeks	x	0	0 bis 4 	social_interaction	MOXFQ
v13425_1_mnpmicaquestionnaire_radsozial	6 weeks	x	0	0 bis 4 	social_interaction	MOXFQ
v13425_1_mnpmicaquestionnaire_radschmerznachts	6 weeks	x	0	0 bis 4 	painMOXFQ	MOXFQ
v13425_1_mnpmicaquestionnaire_radschmerzenfuss1	6 weeks	x	0	0 bis 4 	painMOXFQ	MOXFQ
v13425_1_mnpmicaquestionnaire_radzufrieden	6 weeks	x	0	0 bis 10	0	satisfaction
v13425_1_mnpmicaquestionnaire_radweiterempfehlung	6 weeks	x	0	0 bis 10	0	recommondation
v13430_1_mnpmicaquestionnaire_mnpdocid	12 weeks	0	0	0	0	0
v13430_1_mnpmicaquestionnaire_mnplastedit	12 weeks	0	0	0	0	0
v13430_1_mnpmicaquestionnaire_mnpptnid	12 weeks	0	0	0	0	0
v13430_1_mnpmicaquestionnaire_mnppusid	12 weeks	0	0	0	0	0
v13430_1_mnpmicaquestionnaire_mnplang	12 weeks	0	0	0	0	0
v13430_1_mnpmicaquestionnaire_sigstatus	12 weeks	0	0	0	0	0
v13430_1_mnpmicaquestionnaire_sigreason	12 weeks	0	0	0	0	0
v13430_1_mnpmicaquestionnaire_mnpvsno	12 weeks	0	0	0	0	0
v13430_1_mnpmicaquestionnaire_mnpvslbl	12 weeks	0	0	0	0	0
v13430_1_mnpmicaquestionnaire_mnpcvpid	12 weeks	0	0	0	0	0
v13430_1_mnpmicaquestionnaire_mnpvisid	12 weeks	0	0	0	0	0
v13430_1_mnpmicaquestionnaire_mnpvisno	12 weeks	0	0	0	0	0
v13430_1_mnpmicaquestionnaire_mnpvispdt	12 weeks	0	0	0	0	0
v13430_1_mnpmicaquestionnaire_mnpvisfdt	12 weeks	0	0	0	0	0
v13430_1_mnpmicaquestionnaire_mnpfs0	12 weeks	0	0	0	0	0
v13430_1_mnpmicaquestionnaire_mnpfs1	12 weeks	0	0	0	0	0
v13430_1_mnpmicaquestionnaire_mnpfs2	12 weeks	0	0	0	0	0
v13430_1_mnpmicaquestionnaire_mnpfs3	12 weeks	0	0	0	0	0
v13430_1_mnpmicaquestionnaire_mnpfcs0	12 weeks	0	0	0	0	0
v13430_1_mnpmicaquestionnaire_mnpfcs1	12 weeks	0	0	0	0	0
v13430_1_mnpmicaquestionnaire_mnpfcs2	12 weeks	0	0	0	0	0
v13430_1_mnpmicaquestionnaire_mnpfcs3	12 weeks	0	0	0	0	0
v13430_1_mnpmicaquestionnaire_mnpfsqa	12 weeks	0	0	0	0	0
v13430_1_mnpmicaquestionnaire_mnpfsct	12 weeks	0	0	0	0	0
v13430_1_mnpmicaquestionnaire_mnphide	12 weeks	0	0	0	0	0
v13430_1_mnpmicaquestionnaire_chkkeineproblaufen	12 weeks	x	xx	Beweglichkeit_Mobilität	1	EQ5D5L
v13430_1_mnpmicaquestionnaire_chkleichtproblaufen	12 weeks	x	xx	Beweglichkeit_Mobilität	2	EQ5D5L
v13430_1_mnpmicaquestionnaire_chkmaessproblaufen	12 weeks	x	xx	Beweglichkeit_Mobilität	3	EQ5D5L
v13430_1_mnpmicaquestionnaire_chkschwerproblaufen	12 weeks	x	xx	Beweglichkeit_Mobilität	4	EQ5D5L
v13430_1_mnpmicaquestionnaire_chknichtproblaufen	12 weeks	x	xx	Beweglichkeit_Mobilität	5	EQ5D5L
v13430_1_mnpmicaquestionnaire_chkkeineprobwaschen	12 weeks	x	xx	Selbstversorgung	1	EQ5D5L
v13430_1_mnpmicaquestionnaire_chkleichtprobwaschen	12 weeks	x	xx	Selbstversorgung	2	EQ5D5L
v13430_1_mnpmicaquestionnaire_chkmaessprobwaschen	12 weeks	x	xx	Selbstversorgung	3	EQ5D5L
v13430_1_mnpmicaquestionnaire_chkschwerprobwaschen	12 weeks	x	xx	Selbstversorgung	4	EQ5D5L
v13430_1_mnpmicaquestionnaire_chknichtprobwaschen	12 weeks	x	xx	Selbstversorgung	5	EQ5D5L
v13430_1_mnpmicaquestionnaire_chkkeineprobakt	12 weeks	x	xx	AlltäglicheAktivitäten	1	EQ5D5L
v13430_1_mnpmicaquestionnaire_chkleichtproblakt	12 weeks	x	xx	AlltäglicheAktivitäten	2	EQ5D5L
v13430_1_mnpmicaquestionnaire_chkmaessproblakt	12 weeks	x	xx	AlltäglicheAktivitäten	3	EQ5D5L
v13430_1_mnpmicaquestionnaire_chkschwerprobakt	12 weeks	x	xx	AlltäglicheAktivitäten	4	EQ5D5L
v13430_1_mnpmicaquestionnaire_chknichtprobakt	12 weeks	x	xx	AlltäglicheAktivitäten	5	EQ5D5L
v13430_1_mnpmicaquestionnaire_chkkeineprobschmerz	12 weeks	x	xx	KoerperlicheBeschwerden	1	EQ5D5L
v13430_1_mnpmicaquestionnaire_chkleichtprobschmerz	12 weeks	x	xx	KoerperlicheBeschwerden	2	EQ5D5L
v13430_1_mnpmicaquestionnaire_chkmaessprobschmerz	12 weeks	x	xx	KoerperlicheBeschwerden	3	EQ5D5L
v13430_1_mnpmicaquestionnaire_chkschwerprobschmerz	12 weeks	x	xx	KoerperlicheBeschwerden	4	EQ5D5L
v13430_1_mnpmicaquestionnaire_chknichtprobschmerz	12 weeks	x	xx	KoerperlicheBeschwerden	5	EQ5D5L
v13430_1_mnpmicaquestionnaire_chkkeineprobangst	12 weeks	x	xx	Niedergeschlagenheit	1	EQ5D5L
v13430_1_mnpmicaquestionnaire_chkleichtprobangst	12 weeks	x	xx	Niedergeschlagenheit	2	EQ5D5L
v13430_1_mnpmicaquestionnaire_chkmaessprobangst	12 weeks	x	xx	Niedergeschlagenheit	3	EQ5D5L
v13430_1_mnpmicaquestionnaire_chkschwerprobangst	12 weeks	x	xx	Niedergeschlagenheit	4	EQ5D5L
v13430_1_mnpmicaquestionnaire_chknichtprobangst	12 weeks	x	xx	Niedergeschlagenheit	5	EQ5D5L
v13430_1_mnpmicaquestionnaire_chkkeineprobschuhe	12 weeks	x	xx	Schuhwerk	1	shoe wear
v13430_1_mnpmicaquestionnaire_chkleichtprobschuhe	12 weeks	x	xx	Schuhwerk	2	shoe wear
v13430_1_mnpmicaquestionnaire_chkmaessprobschuhe	12 weeks	x	xx	Schuhwerk	3	shoe wear
v13430_1_mnpmicaquestionnaire_rboschmerzzeit	12 weeks	x	0	Schmermitteleinnahme	0 bis 5	pain killers
v13430_1_mnpmicaquestionnaire_chkdafalgan	12 weeks	x	0	dafalgan	checkbox	pain killers
v13430_1_mnpmicaquestionnaire_cbodosisdafalgan	12 weeks	x	0	daily intake	0	pain killers
v13430_1_mnpmicaquestionnaire_chknovalgin	12 weeks	x	0	novalgin	checkbox	pain killers
v13430_1_mnpmicaquestionnaire_cbodosisnovalgin	12 weeks	x	0	daily intake	0	pain killers
v13430_1_mnpmicaquestionnaire_chktramal	12 weeks	x	0	tramal	checkbox	pain killers
v13430_1_mnpmicaquestionnaire_cbodosistramal	12 weeks	x	0	daily intake	0	pain killers
v13430_1_mnpmicaquestionnaire_chkandere	12 weeks	x	0	others	checkbox	pain killers
v13430_1_mnpmicaquestionnaire_txtandere	12 weeks	x	0	0	0	pain killers
v13430_1_mnpmicaquestionnaire_cbodosisandere	12 weeks	x	0	0	0	pain killers
v13430_1_mnpmicaquestionnaire_radschmerzmvorop	12 weeks	x	0	pain killers preop	Ja/Nein (0/1)	pain killers
v13430_1_mnpmicaquestionnaire_txtwelcheschmerzm	12 weeks	x	0	what kind of preop	0	pain killers
v13430_1_mnpmicaquestionnaire_intgengesundheit	12 weeks	x	0	0 bis 100	genereller Gesundheitszustand	EQVAS
v13430_1_mnpmicaquestionnaire_radschmerzschlimm	12 weeks	x	0	0 bis 10	last 4 weeks worst pain	FFI
v13430_1_mnpmicaquestionnaire_radschmerzmorgen	12 weeks	x	0	0 bis 10	last 4 weeks morning	FFI
v13430_1_mnpmicaquestionnaire_radschmerzbarfussla	12 weeks	x	0	0 bis 10	last 4 weeks barefoot	FFI
v13430_1_mnpmicaquestionnaire_radschmerzbarfussst	12 weeks	x	0	0 bis 10	last 4 weeks barefoot standing	FFI
v13430_1_mnpmicaquestionnaire_radschmerzlaufsch	12 weeks	x	0	0 bis 10	last 4 weeks walking with boots	FFI
v13430_1_mnpmicaquestionnaire_radschmerzstehensch	12 weeks	x	0	0 bis 10	last 4 weeks standing with boots	FFI
v13430_1_mnpmicaquestionnaire_radschmerzlaufenort	12 weeks	x	0	0 bis 10	last 4 weeks walking with insoles	FFI
v13430_1_mnpmicaquestionnaire_radschmerzstehenort	12 weeks	x	0	0 bis 10	last 4 weeks standing with insoles	FFI
v13430_1_mnpmicaquestionnaire_radschmerzabend	12 weeks	x	0	0 bis 10	last 4 weeks evening	FFI
v13430_1_mnpmicaquestionnaire_radlaufenwohnung	12 weeks	x	0	0 bis 10	complains during acitivities walking at home	FFI
v13430_1_mnpmicaquestionnaire_radgehenausserhaus	12 weeks	x	0	0 bis 10	complains during acitivities walking outdoors	FFI
v13430_1_mnpmicaquestionnaire_radlaufenmaxstrecke	12 weeks	x	0	0 bis 10	complains during acitivities on max walking distance	FFI
v13430_1_mnpmicaquestionnaire_radtreppeoben	12 weeks	x	0	0 bis 10	complains during acitivities climb up stairs	FFI
v13430_1_mnpmicaquestionnaire_radtreppeunten	12 weeks	x	0	0 bis 10	complains during acitivities climb down stairs	FFI
v13430_1_mnpmicaquestionnaire_radstehenzehenspitz	12 weeks	x	0	0 bis 10	complains during acitivities standing on toes	FFI
v13430_1_mnpmicaquestionnaire_radaufstehenstuhl	12 weeks	x	0	0 bis 10	complains during acitivities get up from chair	FFI
v13430_1_mnpmicaquestionnaire_radbordsteinkante	12 weeks	x	0	0 bis 10	complains during acitivities walking over a curb	FFI
v13430_1_mnpmicaquestionnaire_radschnellgehen	12 weeks	x	0	0 bis 10	complains during acitivities walking fastly	FFI
v13430_1_mnpmicaquestionnaire_radhilfmittelzuhause	12 weeks	x	0	0 bis 10	aid device at home cause of foot complains	FFI
v13430_1_mnpmicaquestionnaire_radhilfsmittelausha	12 weeks	x	0	0 bis 10	aid device outdoors cause of foot complains	FFI
v13430_1_mnpmicaquestionnaire_radfussprobzuhause	12 weeks	x	0	0 bis 10	stay at home mostly cause of foot complains	FFI
v13430_1_mnpmicaquestionnaire_radfussprobbett	12 weeks	x	0	0 bis 10	stay at bed mostly cause of foot complains	FFI
v13430_1_mnpmicaquestionnaire_radfussprobaktiveins	12 weeks	x	0	0 bis 10	limited activities cause of foot complains	FFI
v13430_1_mnpmicaquestionnaire_radschmerzenfuss	12 weeks	x	0	0 bis 4 	painMOXFQ	MOXFQ
v13430_1_mnpmicaquestionnaire_radkeinelangenstreck	12 weeks	x	0	0 bis 4 	walking_n_standing	MOXFQ
v13430_1_mnpmicaquestionnaire_radaenderungartweise	12 weeks	x	0	0 bis 4 	walking_n_standing	MOXFQ
v13430_1_mnpmicaquestionnaire_radgehelangsam	12 weeks	x	0	0 bis 4 	walking_n_standing	MOXFQ
v13430_1_mnpmicaquestionnaire_radanhalten	12 weeks	x	0	0 bis 4 	walking_n_standing	MOXFQ
v13430_1_mnpmicaquestionnaire_radoberflaeche	12 weeks	x	0	0 bis 4 	walking_n_standing	MOXFQ
v13430_1_mnpmicaquestionnaire_radlangestehen	12 weeks	x	0	0 bis 4 	walking_n_standing	MOXFQ
v13430_1_mnpmicaquestionnaire_radauto	12 weeks	x	0	0 bis 4 	walking_n_standing	MOXFQ
v13430_1_mnpmicaquestionnaire_radselbstbewusst	12 weeks	x	0	0 bis 4 	social_interaction	MOXFQ
v13430_1_mnpmicaquestionnaire_radschuhe	12 weeks	x	0	0 bis 4 	social_interaction	MOXFQ
v13430_1_mnpmicaquestionnaire_radschmerzhaftabend	12 weeks	x	0	0 bis 4 	painMOXFQ	MOXFQ
v13430_1_mnpmicaquestionnaire_radstechend	12 weeks	x	0	0 bis 4 	painMOXFQ	MOXFQ
v13430_1_mnpmicaquestionnaire_radarbeitalltagakt	12 weeks	x	0	0 bis 4 	social_interaction	MOXFQ
v13430_1_mnpmicaquestionnaire_radsozial	12 weeks	x	0	0 bis 4 	social_interaction	MOXFQ
v13430_1_mnpmicaquestionnaire_radschmerznachts	12 weeks	x	0	0 bis 4 	painMOXFQ	MOXFQ
v13430_1_mnpmicaquestionnaire_radschmerzenfuss1	12 weeks	x	0	0 bis 4 	painMOXFQ	MOXFQ
v13430_1_mnpmicaquestionnaire_radzufrieden	12 weeks	x	0	0 bis 10	0	satisfaction
v13430_1_mnpmicaquestionnaire_radweiterempfehlung	12 weeks	x	0	0 bis 10	0	recommondation
v13429_1_mnpmicaquestionnaire_mnpdocid	26 weeks	0	0	0	0	0
v13429_1_mnpmicaquestionnaire_mnplastedit	26 weeks	0	0	0	0	0
v13429_1_mnpmicaquestionnaire_mnpptnid	26 weeks	0	0	0	0	0
v13429_1_mnpmicaquestionnaire_mnppusid	26 weeks	0	0	0	0	0
v13429_1_mnpmicaquestionnaire_mnplang	26 weeks	0	0	0	0	0
v13429_1_mnpmicaquestionnaire_sigstatus	26 weeks	0	0	0	0	0
v13429_1_mnpmicaquestionnaire_sigreason	26 weeks	0	0	0	0	0
v13429_1_mnpmicaquestionnaire_mnpvsno	26 weeks	0	0	0	0	0
v13429_1_mnpmicaquestionnaire_mnpvslbl	26 weeks	0	0	0	0	0
v13429_1_mnpmicaquestionnaire_mnpcvpid	26 weeks	0	0	0	0	0
v13429_1_mnpmicaquestionnaire_mnpvisid	26 weeks	0	0	0	0	0
v13429_1_mnpmicaquestionnaire_mnpvisno	26 weeks	0	0	0	0	0
v13429_1_mnpmicaquestionnaire_mnpvispdt	26 weeks	0	0	0	0	0
v13429_1_mnpmicaquestionnaire_mnpvisfdt	26 weeks	0	0	0	0	0
v13429_1_mnpmicaquestionnaire_mnpfs0	26 weeks	0	0	0	0	0
v13429_1_mnpmicaquestionnaire_mnpfs1	26 weeks	0	0	0	0	0
v13429_1_mnpmicaquestionnaire_mnpfs2	26 weeks	0	0	0	0	0
v13429_1_mnpmicaquestionnaire_mnpfs3	26 weeks	0	0	0	0	0
v13429_1_mnpmicaquestionnaire_mnpfcs0	26 weeks	0	0	0	0	0
v13429_1_mnpmicaquestionnaire_mnpfcs1	26 weeks	0	0	0	0	0
v13429_1_mnpmicaquestionnaire_mnpfcs2	26 weeks	0	0	0	0	0
v13429_1_mnpmicaquestionnaire_mnpfcs3	26 weeks	0	0	0	0	0
v13429_1_mnpmicaquestionnaire_mnpfsqa	26 weeks	0	0	0	0	0
v13429_1_mnpmicaquestionnaire_mnpfsct	26 weeks	0	0	0	0	0
v13429_1_mnpmicaquestionnaire_mnphide	26 weeks	0	0	0	0	0
v13429_1_mnpmicaquestionnaire_chkkeineproblaufen	26 weeks	x	xx	Beweglichkeit_Mobilität	1	EQ5D5L
v13429_1_mnpmicaquestionnaire_chkleichtproblaufen	26 weeks	x	xx	Beweglichkeit_Mobilität	2	EQ5D5L
v13429_1_mnpmicaquestionnaire_chkmaessproblaufen	26 weeks	x	xx	Beweglichkeit_Mobilität	3	EQ5D5L
v13429_1_mnpmicaquestionnaire_chkschwerproblaufen	26 weeks	x	xx	Beweglichkeit_Mobilität	4	EQ5D5L
v13429_1_mnpmicaquestionnaire_chknichtproblaufen	26 weeks	x	xx	Beweglichkeit_Mobilität	5	EQ5D5L
v13429_1_mnpmicaquestionnaire_chkkeineprobwaschen	26 weeks	x	xx	Selbstversorgung	1	EQ5D5L
v13429_1_mnpmicaquestionnaire_chkleichtprobwaschen	26 weeks	x	xx	Selbstversorgung	2	EQ5D5L
v13429_1_mnpmicaquestionnaire_chkmaessprobwaschen	26 weeks	x	xx	Selbstversorgung	3	EQ5D5L
v13429_1_mnpmicaquestionnaire_chkschwerprobwaschen	26 weeks	x	xx	Selbstversorgung	4	EQ5D5L
v13429_1_mnpmicaquestionnaire_chknichtprobwaschen	26 weeks	x	xx	Selbstversorgung	5	EQ5D5L
v13429_1_mnpmicaquestionnaire_chkkeineprobakt	26 weeks	x	xx	AlltäglicheAktivitäten	1	EQ5D5L
v13429_1_mnpmicaquestionnaire_chkleichtproblakt	26 weeks	x	xx	AlltäglicheAktivitäten	2	EQ5D5L
v13429_1_mnpmicaquestionnaire_chkmaessproblakt	26 weeks	x	xx	AlltäglicheAktivitäten	3	EQ5D5L
v13429_1_mnpmicaquestionnaire_chkschwerprobakt	26 weeks	x	xx	AlltäglicheAktivitäten	4	EQ5D5L
v13429_1_mnpmicaquestionnaire_chknichtprobakt	26 weeks	x	xx	AlltäglicheAktivitäten	5	EQ5D5L
v13429_1_mnpmicaquestionnaire_chkkeineprobschmerz	26 weeks	x	xx	KoerperlicheBeschwerden	1	EQ5D5L
v13429_1_mnpmicaquestionnaire_chkleichtprobschmerz	26 weeks	x	xx	KoerperlicheBeschwerden	2	EQ5D5L
v13429_1_mnpmicaquestionnaire_chkmaessprobschmerz	26 weeks	x	xx	KoerperlicheBeschwerden	3	EQ5D5L
v13429_1_mnpmicaquestionnaire_chkschwerprobschmerz	26 weeks	x	xx	KoerperlicheBeschwerden	4	EQ5D5L
v13429_1_mnpmicaquestionnaire_chknichtprobschmerz	26 weeks	x	xx	KoerperlicheBeschwerden	5	EQ5D5L
v13429_1_mnpmicaquestionnaire_chkkeineprobangst	26 weeks	x	xx	Niedergeschlagenheit	1	EQ5D5L
v13429_1_mnpmicaquestionnaire_chkleichtprobangst	26 weeks	x	xx	Niedergeschlagenheit	2	EQ5D5L
v13429_1_mnpmicaquestionnaire_chkmaessprobangst	26 weeks	x	xx	Niedergeschlagenheit	3	EQ5D5L
v13429_1_mnpmicaquestionnaire_chkschwerprobangst	26 weeks	x	xx	Niedergeschlagenheit	4	EQ5D5L
v13429_1_mnpmicaquestionnaire_chknichtprobangst	26 weeks	x	xx	Niedergeschlagenheit	5	EQ5D5L
v13429_1_mnpmicaquestionnaire_chkkeineprobschuhe	26 weeks	x	xx	Schuhwerk	1	shoe wear
v13429_1_mnpmicaquestionnaire_chkleichtprobschuhe	26 weeks	x	xx	Schuhwerk	2	shoe wear
v13429_1_mnpmicaquestionnaire_chkmaessprobschuhe	26 weeks	x	xx	Schuhwerk	3	shoe wear
v13429_1_mnpmicaquestionnaire_rboschmerzzeit	26 weeks	x	0	Schmermitteleinnahme	0 bis 5	pain killers
v13429_1_mnpmicaquestionnaire_chkdafalgan	26 weeks	x	0	dafalgan	checkbox	pain killers
v13429_1_mnpmicaquestionnaire_cbodosisdafalgan	26 weeks	x	0	daily intake	0	pain killers
v13429_1_mnpmicaquestionnaire_chknovalgin	26 weeks	x	0	novalgin	checkbox	pain killers
v13429_1_mnpmicaquestionnaire_cbodosisnovalgin	26 weeks	x	0	daily intake	0	pain killers
v13429_1_mnpmicaquestionnaire_chktramal	26 weeks	x	0	tramal	checkbox	pain killers
v13429_1_mnpmicaquestionnaire_cbodosistramal	26 weeks	x	0	daily intake	0	pain killers
v13429_1_mnpmicaquestionnaire_chkandere	26 weeks	x	0	others	checkbox	pain killers
v13429_1_mnpmicaquestionnaire_txtandere	26 weeks	x	0	0	0	pain killers
v13429_1_mnpmicaquestionnaire_cbodosisandere	26 weeks	x	0	0	0	pain killers
v13429_1_mnpmicaquestionnaire_radschmerzmvorop	26 weeks	x	0	pain killers preop	Ja/Nein (0/1)	pain killers
v13429_1_mnpmicaquestionnaire_txtwelcheschmerzm	26 weeks	x	0	what kind of preop	0	pain killers
v13429_1_mnpmicaquestionnaire_intgengesundheit	26 weeks	x	0	0 bis 100	genereller Gesundheitszustand	EQVAS
v13429_1_mnpmicaquestionnaire_radschmerzschlimm	26 weeks	x	0	0 bis 10	last 4 weeks worst pain	FFI
v13429_1_mnpmicaquestionnaire_radschmerzmorgen	26 weeks	x	0	0 bis 10	last 4 weeks morning	FFI
v13429_1_mnpmicaquestionnaire_radschmerzbarfussla	26 weeks	x	0	0 bis 10	last 4 weeks barefoot	FFI
v13429_1_mnpmicaquestionnaire_radschmerzbarfussst	26 weeks	x	0	0 bis 10	last 4 weeks barefoot standing	FFI
v13429_1_mnpmicaquestionnaire_radschmerzlaufsch	26 weeks	x	0	0 bis 10	last 4 weeks walking with boots	FFI
v13429_1_mnpmicaquestionnaire_radschmerzstehensch	26 weeks	x	0	0 bis 10	last 4 weeks standing with boots	FFI
v13429_1_mnpmicaquestionnaire_radschmerzlaufenort	26 weeks	x	0	0 bis 10	last 4 weeks walking with insoles	FFI
v13429_1_mnpmicaquestionnaire_radschmerzstehenort	26 weeks	x	0	0 bis 10	last 4 weeks standing with insoles	FFI
v13429_1_mnpmicaquestionnaire_radschmerzabend	26 weeks	x	0	0 bis 10	last 4 weeks evening	FFI
v13429_1_mnpmicaquestionnaire_radlaufenwohnung	26 weeks	x	0	0 bis 10	complains during acitivities walking at home	FFI
v13429_1_mnpmicaquestionnaire_radgehenausserhaus	26 weeks	x	0	0 bis 10	complains during acitivities walking outdoors	FFI
v13429_1_mnpmicaquestionnaire_radlaufenmaxstrecke	26 weeks	x	0	0 bis 10	complains during acitivities on max walking distance	FFI
v13429_1_mnpmicaquestionnaire_radtreppeoben	26 weeks	x	0	0 bis 10	complains during acitivities climb up stairs	FFI
v13429_1_mnpmicaquestionnaire_radtreppeunten	26 weeks	x	0	0 bis 10	complains during acitivities climb down stairs	FFI
v13429_1_mnpmicaquestionnaire_radstehenzehenspitz	26 weeks	x	0	0 bis 10	complains during acitivities standing on toes	FFI
v13429_1_mnpmicaquestionnaire_radaufstehenstuhl	26 weeks	x	0	0 bis 10	complains during acitivities get up from chair	FFI
v13429_1_mnpmicaquestionnaire_radbordsteinkante	26 weeks	x	0	0 bis 10	complains during acitivities walking over a curb	FFI
v13429_1_mnpmicaquestionnaire_radschnellgehen	26 weeks	x	0	0 bis 10	complains during acitivities walking fastly	FFI
v13429_1_mnpmicaquestionnaire_radhilfmittelzuhause	26 weeks	x	0	0 bis 10	aid device at home cause of foot complains	FFI
v13429_1_mnpmicaquestionnaire_radhilfsmittelausha	26 weeks	x	0	0 bis 10	aid device outdoors cause of foot complains	FFI
v13429_1_mnpmicaquestionnaire_radfussprobzuhause	26 weeks	x	0	0 bis 10	stay at home mostly cause of foot complains	FFI
